original_instance_name,original_family,original_n_variables,original_n_edges,original_qubo_json,subqubo_name,subqubo_json,subqubo_n_variables,subqubo_n_edges,extraction_strategy,k_variables,variable_preservation_ratio,edge_preservation_ratio,weighted_edge_preservation_ratio,original_reference_method,original_reference_energy,original_reference_hamming_weight,original_reference_n_restarts,original_reference_max_passes,original_reference_energy_evaluations,subqubo_solver_method,subqubo_exact_energy,subqubo_exact_hamming_weight,subqubo_n_evaluated,lift_fill_value,lifted_original_energy,lifted_hamming_weight,energy_gap_vs_reference,normalized_energy_gap_vs_reference,subqubo_best_bitstring,lifted_bitstring
maxcut_n32_p0.60_seed303,maxcut,32,301,data/instances_rq1_extended/maxcut_n32_p0.60_seed303.json,maxcut_n32_p0.60_seed303_sub_random_nodes_k16,data/subqubos_rq3_full/maxcut_n32_p0.60_seed303_sub_random_nodes_k16.json,16,80,random_nodes,16,0.5,0.26578073089701,0.281136638452237,greedy_local_search,-1062.0,15,200,100,25288,brute_force,-904.0,13,65536,0,-904.0,13,158.0,0.14877589453846632,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_top_weight_edges_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_top_weight_edges_k8.json,8,8,top_weight_edges,8,0.3333333333333333,0.1666666666666666,0.2280701754385964,greedy_local_search,75.0,9,200,100,14264,brute_force,100.0,3,256,0,100.0,3,25.0,0.33333333332888887,"[0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_high_degree_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_high_degree_nodes_k8.json,8,12,high_degree_nodes,8,0.3333333333333333,0.25,0.2807017543859649,greedy_local_search,75.0,9,200,100,14264,brute_force,104.0,3,256,0,104.0,3,29.0,0.3866666666615111,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_weighted_degree_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_weighted_degree_nodes_k8.json,8,12,weighted_degree_nodes,8,0.3333333333333333,0.25,0.2807017543859649,greedy_local_search,75.0,9,200,100,14264,brute_force,104.0,3,256,0,104.0,3,29.0,0.3866666666615111,"[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_random_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_random_nodes_k8.json,8,7,random_nodes,8,0.3333333333333333,0.1458333333333333,0.1535087719298245,greedy_local_search,75.0,9,200,100,14264,brute_force,100.0,4,256,0,100.0,4,25.0,0.33333333332888887,"[0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_top_weight_edges_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_top_weight_edges_k12.json,12,12,top_weight_edges,12,0.5,0.25,0.3421052631578947,greedy_local_search,75.0,9,200,100,14264,brute_force,89.0,5,4096,0,89.0,5,14.0,0.18666666666417778,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_high_degree_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_high_degree_nodes_k12.json,12,20,high_degree_nodes,12,0.5,0.4166666666666667,0.4473684210526316,greedy_local_search,75.0,9,200,100,14264,brute_force,97.0,4,4096,0,97.0,4,22.0,0.2933333333294222,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_weighted_degree_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_weighted_degree_nodes_k12.json,12,20,weighted_degree_nodes,12,0.5,0.4166666666666667,0.4473684210526316,greedy_local_search,75.0,9,200,100,14264,brute_force,97.0,4,4096,0,97.0,4,22.0,0.2933333333294222,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_random_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_random_nodes_k12.json,12,10,random_nodes,12,0.5,0.2083333333333333,0.1929824561403508,greedy_local_search,75.0,9,200,100,14264,brute_force,80.0,7,4096,0,80.0,7,5.0,0.06666666666577778,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_top_weight_edges_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_top_weight_edges_k16.json,16,22,top_weight_edges,16,0.6666666666666666,0.4583333333333333,0.5350877192982456,greedy_local_search,75.0,9,200,100,14264,brute_force,81.0,6,65536,0,81.0,6,6.0,0.07999999999893333,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_high_degree_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_high_degree_nodes_k16.json,16,34,high_degree_nodes,16,0.6666666666666666,0.7083333333333334,0.6929824561403509,greedy_local_search,75.0,9,200,100,14264,brute_force,91.0,5,65536,0,91.0,5,16.0,0.21333333333048887,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_weighted_degree_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_weighted_degree_nodes_k16.json,16,34,weighted_degree_nodes,16,0.6666666666666666,0.7083333333333334,0.6929824561403509,greedy_local_search,75.0,9,200,100,14264,brute_force,91.0,5,65536,0,91.0,5,16.0,0.21333333333048887,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed101,scheduling_toy,24,48,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed101.json,scheduling_ops12_machines2_conf0.35_seed101_sub_random_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed101_sub_random_nodes_k16.json,16,22,random_nodes,16,0.6666666666666666,0.4583333333333333,0.4122807017543859,greedy_local_search,75.0,9,200,100,14264,brute_force,81.0,7,65536,0,81.0,7,6.0,0.07999999999893333,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_top_weight_edges_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_top_weight_edges_k8.json,8,10,top_weight_edges,8,0.3333333333333333,0.15625,0.2101449275362318,greedy_local_search,72.0,9,200,100,15560,brute_force,99.0,4,256,0,99.0,4,27.0,0.37499999999479167,"[0, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_high_degree_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_high_degree_nodes_k8.json,8,12,high_degree_nodes,8,0.3333333333333333,0.1875,0.2318840579710145,greedy_local_search,72.0,9,200,100,15560,brute_force,104.0,4,256,0,104.0,4,32.0,0.4444444444382716,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_weighted_degree_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_weighted_degree_nodes_k8.json,8,12,weighted_degree_nodes,8,0.3333333333333333,0.1875,0.2318840579710145,greedy_local_search,72.0,9,200,100,15560,brute_force,104.0,4,256,0,104.0,4,32.0,0.4444444444382716,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_random_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_random_nodes_k8.json,8,9,random_nodes,8,0.3333333333333333,0.140625,0.1485507246376811,greedy_local_search,72.0,9,200,100,15560,brute_force,98.0,4,256,0,98.0,4,26.0,0.3611111111060957,"[0, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_top_weight_edges_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_top_weight_edges_k12.json,12,18,top_weight_edges,12,0.5,0.28125,0.3478260869565217,greedy_local_search,72.0,9,200,100,15560,brute_force,88.0,5,4096,0,88.0,5,16.0,0.2222222222191358,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_high_degree_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_high_degree_nodes_k12.json,12,24,high_degree_nodes,12,0.5,0.375,0.4130434782608695,greedy_local_search,72.0,9,200,100,15560,brute_force,93.0,5,4096,0,93.0,5,21.0,0.2916666666626157,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_weighted_degree_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_weighted_degree_nodes_k12.json,12,24,weighted_degree_nodes,12,0.5,0.375,0.4130434782608695,greedy_local_search,72.0,9,200,100,15560,brute_force,93.0,5,4096,0,93.0,5,21.0,0.2916666666626157,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_random_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_random_nodes_k12.json,12,16,random_nodes,12,0.5,0.25,0.2246376811594203,greedy_local_search,72.0,9,200,100,15560,brute_force,92.0,5,4096,0,92.0,5,20.0,0.27777777777391977,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_top_weight_edges_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_top_weight_edges_k16.json,16,28,top_weight_edges,16,0.6666666666666666,0.4375,0.5072463768115942,greedy_local_search,72.0,9,200,100,15560,brute_force,79.0,7,65536,0,79.0,7,7.0,0.09722222222087192,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_high_degree_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_high_degree_nodes_k16.json,16,36,high_degree_nodes,16,0.6666666666666666,0.5625,0.5942028985507246,greedy_local_search,72.0,9,200,100,15560,brute_force,88.0,6,65536,0,88.0,6,16.0,0.2222222222191358,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_weighted_degree_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_weighted_degree_nodes_k16.json,16,36,weighted_degree_nodes,16,0.6666666666666666,0.5625,0.5942028985507246,greedy_local_search,72.0,9,200,100,15560,brute_force,88.0,6,65536,0,88.0,6,16.0,0.2222222222191358,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed202,scheduling_toy,24,64,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed202.json,scheduling_ops12_machines2_conf0.35_seed202_sub_random_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed202_sub_random_nodes_k16.json,16,27,random_nodes,16,0.6666666666666666,0.421875,0.394927536231884,greedy_local_search,72.0,9,200,100,15560,brute_force,77.0,7,65536,0,77.0,7,5.0,0.06944444444347994,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_top_weight_edges_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_top_weight_edges_k8.json,8,6,top_weight_edges,8,0.3333333333333333,0.1,0.1742424242424242,greedy_local_search,74.0,10,200,100,15176,brute_force,96.0,4,256,0,96.0,4,22.0,0.29729729729327975,"[0, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_high_degree_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_high_degree_nodes_k8.json,8,12,high_degree_nodes,8,0.3333333333333333,0.2,0.2424242424242424,greedy_local_search,74.0,10,200,100,15176,brute_force,97.0,3,256,0,97.0,3,23.0,0.31081081080661066,"[0, 1, 0, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_weighted_degree_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_weighted_degree_nodes_k8.json,8,12,weighted_degree_nodes,8,0.3333333333333333,0.2,0.2424242424242424,greedy_local_search,74.0,10,200,100,15176,brute_force,97.0,3,256,0,97.0,3,23.0,0.31081081080661066,"[0, 1, 0, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_random_nodes_k8,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_random_nodes_k8.json,8,8,random_nodes,8,0.3333333333333333,0.1333333333333333,0.1439393939393939,greedy_local_search,74.0,10,200,100,15176,brute_force,95.0,5,256,0,95.0,5,21.0,0.28378378377994884,"[1, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_top_weight_edges_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_top_weight_edges_k12.json,12,16,top_weight_edges,12,0.5,0.2666666666666666,0.3409090909090909,greedy_local_search,74.0,10,200,100,15176,brute_force,93.0,5,4096,0,93.0,5,19.0,0.2567567567532871,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_high_degree_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_high_degree_nodes_k12.json,12,28,high_degree_nodes,12,0.5,0.4666666666666667,0.4772727272727273,greedy_local_search,74.0,10,200,100,15176,brute_force,89.0,5,4096,0,89.0,5,15.0,0.20270270269996346,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_weighted_degree_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_weighted_degree_nodes_k12.json,12,28,weighted_degree_nodes,12,0.5,0.4666666666666667,0.4772727272727273,greedy_local_search,74.0,10,200,100,15176,brute_force,89.0,5,4096,0,89.0,5,15.0,0.20270270269996346,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_random_nodes_k12,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_random_nodes_k12.json,12,14,random_nodes,12,0.5,0.2333333333333333,0.2121212121212121,greedy_local_search,74.0,10,200,100,15176,brute_force,90.0,6,4096,0,90.0,6,16.0,0.21621621621329437,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_top_weight_edges_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_top_weight_edges_k16.json,16,22,top_weight_edges,16,0.6666666666666666,0.3666666666666666,0.4621212121212121,greedy_local_search,74.0,10,200,100,15176,brute_force,87.0,7,65536,0,87.0,7,13.0,0.17567567567330167,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_high_degree_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_high_degree_nodes_k16.json,16,44,high_degree_nodes,16,0.6666666666666666,0.7333333333333333,0.7121212121212122,greedy_local_search,74.0,10,200,100,15176,brute_force,88.0,6,65536,0,88.0,6,14.0,0.18918918918663258,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_weighted_degree_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_weighted_degree_nodes_k16.json,16,44,weighted_degree_nodes,16,0.6666666666666666,0.7333333333333333,0.7121212121212122,greedy_local_search,74.0,10,200,100,15176,brute_force,88.0,6,65536,0,88.0,6,14.0,0.18918918918663258,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
scheduling_ops12_machines2_conf0.35_seed303,scheduling_toy,24,60,data/instances_rq1_extended/scheduling_ops12_machines2_conf0.35_seed303.json,scheduling_ops12_machines2_conf0.35_seed303_sub_random_nodes_k16,data/subqubos_rq3_full/scheduling_ops12_machines2_conf0.35_seed303_sub_random_nodes_k16.json,16,28,random_nodes,16,0.6666666666666666,0.4666666666666667,0.4242424242424242,greedy_local_search,74.0,10,200,100,15176,brute_force,84.0,7,65536,0,84.0,7,10.0,0.13513513513330896,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
