instance_name,family,n_variables,n_quadratic_terms,qubo_json,p,gamma,beta,topology,topology_n_directed_edges,topology_n_undirected_edges,topology_is_connected,optimization_level,seed_transpiler,pre_transpile_n_qubits,pre_transpile_depth,pre_transpile_gate_count,pre_transpile_2q_count,pre_transpile_ops_json,transpiled_n_qubits,transpiled_depth,transpiled_gate_count,transpiled_2q_count,swap_count,cx_count,transpilation_time_sec,transpiled_ops_json,depth_overhead,twoq_overhead,failure_flag,failure_message,n_edges,density,avg_degree,max_degree,degree_std,weighted_degree_mean,weighted_degree_max,weighted_degree_std,quadratic_coeff_min,quadratic_coeff_max,quadratic_coeff_abs_mean,quadratic_coeff_abs_max,quadratic_coeff_range,coefficient_entropy,coefficient_concentration,connected_components,largest_component_size,community_count,modularity,edge_to_variable_ratio,swap_per_qubo_edge,transpiled_2q_per_qubo_edge,depth_per_qubo_edge,gate_count_overhead,topology_alignment_ratio,weighted_topology_alignment_ratio,mean_topology_distance,weighted_mean_topology_distance,max_topology_distance,n_aligned_edges,n_unaligned_edges
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,line,62,31,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,249,1236,822,510,312,0.004738749936223,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""swap"": 510, ""sx"": 96}",2.3271028037383177,2.6346153846153846,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,3.269230769230769,5.269230769230769,1.5961538461538465,2.3146067415730336,0.057692307692307696,0.06015037593984962,10.775641025641026,10.799140708915145,30.0,9,147
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,grid_2d,104,52,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,231,898,484,172,312,0.0042162910103797,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""swap"": 172, ""sx"": 96}",2.1588785046728973,1.551282051282051,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,1.1025641025641026,3.102564102564102,1.4807692307692308,1.6816479400749065,0.10897435897435898,0.12030075187969924,3.801282051282051,3.781954887218045,10.0,17,139
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,heavy_hex_like,96,48,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,251,986,572,260,312,0.0045622910838574,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""swap"": 260, ""sx"": 96}",2.3457943925233646,1.8333333333333333,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,1.6666666666666667,3.6666666666666665,1.608974358974359,1.8464419475655431,0.09615384615384616,0.07841031149301826,5.923076923076923,5.979591836734694,16.0,15,141
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,fully_connected,992,496,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,113,726,312,0,312,0.0066417909692972,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""sx"": 96}",1.0560747663551402,1.0,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,0.0,2.0,0.7243589743589743,1.3595505617977528,1.0,1.0,1.0,1.0,1.0,156,0
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,line,62,31,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,326,1768,1196,568,628,0.0057122079888358,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""swap"": 568, ""sx"": 96}",1.9520958083832336,1.904458598726115,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,1.8089171974522291,3.80891719745223,1.038216560509554,1.753968253968254,0.07006369426751592,0.07049763033175356,10.646496815286625,10.274289099526067,31.0,22,292
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,grid_2d,104,52,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,444,1512,940,312,628,0.0055794169893488,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""swap"": 312, ""sx"": 96}",2.658682634730539,1.4968152866242035,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,0.9936305732484076,2.993630573248407,1.414012738853503,1.5,0.11146496815286625,0.11374407582938388,3.738853503184713,3.6658767772511847,10.0,35,279
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,heavy_hex_like,96,48,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,450,1551,979,351,628,0.0056657909881323,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""swap"": 351, ""sx"": 96}",2.694610778443114,1.5589171974522291,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,1.117834394904459,3.1178343949044587,1.4331210191082802,1.5386904761904765,0.11464968152866242,0.12440758293838862,5.828025477707007,5.627962085308057,17.0,36,278
maxcut_n32_p0.60_seed101,maxcut,32,314,data/instances_rq1_extended/maxcut_n32_p0.60_seed101.json,1,0.7,0.3,fully_connected,992,496,True,1,123,32,167,1008,628,"{""barrier"": 2, ""cx"": 628, ""h"": 32, ""rx"": 32, ""rz"": 314}",32,173,1200,628,0,628,0.0069017090136185,"{""barrier"": 2, ""cx"": 628, ""rz"": 474, ""sx"": 96}",1.035928143712575,1.0,False,,314,0.6330645161290323,19.625,24.0,1.7809758560968758,211.0,274.0,24.92990172463582,2.0,20.0,10.751592356687896,20.0,18.0,0.9714448033432788,0.0059241706161137,1,32,4,0.1203768305967969,9.8125,0.0,2.0,0.5509554140127388,1.1904761904761905,1.0,1.0,1.0,1.0,1.0,314,0
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,line,14,7,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,21,82,11,1,10,0.001695750048384,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""swap"": 1, ""sx"": 24}",1.5,1.1,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.2,2.2,4.2,2.484848484848485,0.2,0.22857142857142856,2.2,2.1142857142857143,3.0,1,4
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,grid_2d,20,10,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,20,81,10,0,10,0.0014950830955058,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""sx"": 24}",1.4285714285714286,1.0,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.0,2.0,4.0,2.4545454545454546,0.6,0.5714285714285714,1.4,1.4285714285714286,2.0,3,2
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,heavy_hex_like,20,10,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,20,81,10,0,10,0.0014922500122338,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""sx"": 24}",1.4285714285714286,1.0,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.0,2.0,4.0,2.4545454545454546,0.4,0.37142857142857144,1.8,1.6857142857142857,3.0,2,3
maxcut_n8_p0.30_seed202,maxcut,8,5,data/instances_rq1_extended/maxcut_n8_p0.30_seed202.json,1,0.7,0.3,fully_connected,56,28,True,1,123,8,14,33,10,"{""barrier"": 2, ""cx"": 10, ""h"": 8, ""rx"": 8, ""rz"": 5}",8,20,81,10,0,10,0.0015877919504418,"{""barrier"": 2, ""cx"": 10, ""rz"": 45, ""sx"": 24}",1.4285714285714286,1.0,False,,5,0.1785714285714285,1.25,3.0,0.9682458365518544,17.5,46.0,14.9248115565993,4.0,20.0,14.0,20.0,16.0,0.928744193082848,0.2857142857142857,3,6,4,0.3163265306122448,0.625,0.0,2.0,4.0,2.4545454545454546,1.0,1.0,1.0,1.0,1.0,5,0
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,line,14,7,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,45,135,51,15,36,0.0016654999926686,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""swap"": 15, ""sx"": 24}",1.40625,1.4166666666666667,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.8333333333333334,2.8333333333333335,2.5,1.875,0.2222222222222222,0.19101123595505617,3.1666666666666665,3.1797752808988764,7.0,4,14
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,grid_2d,20,10,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,48,125,41,5,36,0.0016691250493749,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""swap"": 5, ""sx"": 24}",1.5,1.1388888888888888,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.2777777777777778,2.2777777777777777,2.6666666666666665,1.7361111111111112,0.3888888888888889,0.449438202247191,1.8333333333333333,1.7415730337078652,3.0,7,11
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,heavy_hex_like,20,10,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,44,128,44,8,36,0.0016789999790489,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""swap"": 8, ""sx"": 24}",1.375,1.2222222222222223,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.4444444444444444,2.4444444444444446,2.4444444444444446,1.7777777777777777,0.3333333333333333,0.29213483146067415,2.1666666666666665,2.235955056179775,5.0,6,12
maxcut_n8_p0.60_seed202,maxcut,8,18,data/instances_rq1_extended/maxcut_n8_p0.60_seed202.json,1,0.7,0.3,fully_connected,56,28,True,1,123,8,32,72,36,"{""barrier"": 2, ""cx"": 36, ""h"": 8, ""rx"": 8, ""rz"": 18}",8,38,120,36,0,36,0.0015909579815343,"{""barrier"": 2, ""cx"": 36, ""rz"": 58, ""sx"": 24}",1.1875,1.0,False,,18,0.6428571428571429,4.5,7.0,1.7320508075688772,44.5,68.0,19.94367067517913,2.0,20.0,9.88888888888889,20.0,18.0,0.9469198720442934,0.1123595505617977,1,8,2,0.0724655977780583,2.25,0.0,2.0,2.111111111111111,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,18,0
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,line,22,11,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,45,189,69,25,44,0.0020245000487193,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""swap"": 25, ""sx"": 36}",1.7307692307692308,1.568181818181818,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,1.1363636363636365,3.136363636363636,2.0454545454545454,2.0543478260869565,0.13636363636363635,0.04424778761061947,4.545454545454546,5.150442477876106,9.0,3,19
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,grid_2d,34,17,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,53,174,54,10,44,0.0019376669079065,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""swap"": 10, ""sx"": 36}",2.0384615384615383,1.2272727272727273,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,0.4545454545454545,2.4545454545454546,2.409090909090909,1.891304347826087,0.18181818181818182,0.1415929203539823,2.6363636363636362,2.7787610619469025,5.0,4,18
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,heavy_hex_like,34,17,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,43,176,56,12,44,0.0018536660354584,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""swap"": 12, ""sx"": 36}",1.6538461538461535,1.2727272727272727,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,0.5454545454545454,2.5454545454545454,1.9545454545454544,1.9130434782608696,0.18181818181818182,0.07079646017699115,2.8181818181818183,3.0707964601769913,5.0,4,18
maxcut_n12_p0.30_seed202,maxcut,12,22,data/instances_rq1_extended/maxcut_n12_p0.30_seed202.json,1,0.7,0.3,fully_connected,132,66,True,1,123,12,26,92,44,"{""barrier"": 2, ""cx"": 44, ""h"": 12, ""rx"": 12, ""rz"": 22}",12,32,164,44,0,44,0.0019657920347526,"{""barrier"": 2, ""cx"": 44, ""rz"": 82, ""sx"": 36}",1.2307692307692308,1.0,False,,22,0.3333333333333333,3.6666666666666665,6.0,1.4337208778404378,37.666666666666664,60.0,14.828650946356817,2.0,20.0,10.272727272727272,20.0,18.0,0.9244377228716438,0.0884955752212389,1,12,4,0.4077061633643982,1.8333333333333333,0.0,2.0,1.4545454545454546,1.7826086956521738,1.0,1.0,1.0,1.0,1.0,22,0
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,line,22,11,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,82,278,138,54,84,0.0021523749455809,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""swap"": 54, ""sx"": 36}",1.4642857142857142,1.6428571428571428,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,1.2857142857142858,3.2857142857142856,1.9523809523809523,1.8289473684210529,0.19047619047619047,0.23857868020304568,4.4523809523809526,4.32994923857868,11.0,8,34
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,grid_2d,34,17,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,77,247,107,23,84,0.0021024170564487,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""swap"": 23, ""sx"": 36}",1.375,1.2738095238095235,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,0.5476190476190477,2.547619047619047,1.8333333333333333,1.625,0.2857142857142857,0.29949238578680204,2.3095238095238093,2.3553299492385786,5.0,12,30
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,heavy_hex_like,34,17,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,84,251,111,27,84,0.0020327919628471,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""swap"": 27, ""sx"": 36}",1.5,1.3214285714285714,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,0.6428571428571429,2.642857142857143,2.0,1.6513157894736843,0.2619047619047619,0.30456852791878175,2.761904761904762,2.6954314720812182,6.0,11,31
maxcut_n12_p0.60_seed202,maxcut,12,42,data/instances_rq1_extended/maxcut_n12_p0.60_seed202.json,1,0.7,0.3,fully_connected,132,66,True,1,123,12,56,152,84,"{""barrier"": 2, ""cx"": 84, ""h"": 12, ""rx"": 12, ""rz"": 42}",12,62,224,84,0,84,0.0020804579835385,"{""barrier"": 2, ""cx"": 84, ""rz"": 102, ""sx"": 36}",1.1071428571428572,1.0,False,,42,0.6363636363636364,7.0,8.0,0.9128709291752768,65.66666666666667,88.0,14.670454056443592,2.0,20.0,9.38095238095238,20.0,18.0,0.9592044446190048,0.0507614213197969,1,12,3,0.1688654693498931,3.5,0.0,2.0,1.4761904761904765,1.4736842105263157,1.0,1.0,1.0,1.0,1.0,42,0
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,line,30,15,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,78,286,122,54,68,0.0024516250705346,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""swap"": 54, ""sx"": 48}",1.902439024390244,1.7941176470588236,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,1.588235294117647,3.588235294117647,2.2941176470588234,2.1029411764705883,0.11764705882352941,0.16770186335403728,6.088235294117647,5.857142857142857,12.0,4,30
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,grid_2d,48,24,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,65,251,87,19,68,0.0022618339862674,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""swap"": 19, ""sx"": 48}",1.5853658536585369,1.2794117647058822,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,0.5588235294117647,2.5588235294117645,1.911764705882353,1.8455882352941175,0.11764705882352941,0.13043478260869565,2.676470588235294,2.639751552795031,4.0,4,30
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,heavy_hex_like,46,23,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,65,258,94,26,68,0.0022262909915298,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""swap"": 26, ""sx"": 48}",1.5853658536585369,1.3823529411764706,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,0.7647058823529411,2.764705882352941,1.911764705882353,1.8970588235294117,0.17647058823529413,0.21739130434782608,3.4411764705882355,3.31055900621118,6.0,6,28
maxcut_n16_p0.30_seed202,maxcut,16,34,data/instances_rq1_extended/maxcut_n16_p0.30_seed202.json,1,0.7,0.3,fully_connected,240,120,True,1,123,16,41,136,68,"{""barrier"": 2, ""cx"": 68, ""h"": 16, ""rx"": 16, ""rz"": 34}",16,47,232,68,0,68,0.0026714170817285,"{""barrier"": 2, ""cx"": 68, ""rz"": 114, ""sx"": 48}",1.146341463414634,1.0,False,,34,0.2833333333333333,4.25,8.0,1.75,40.25,96.0,22.41511766643218,2.0,20.0,9.470588235294118,20.0,18.0,0.9413184004340724,0.062111801242236,1,16,4,0.2974229389298252,2.125,0.0,2.0,1.3823529411764706,1.7058823529411764,1.0,1.0,1.0,1.0,1.0,34,0
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,line,30,15,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,143,475,270,120,150,0.0024742919486016,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""swap"": 120, ""sx"": 48}",2.1029411764705883,1.8,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,1.6,3.6,1.9066666666666667,1.833976833976834,0.10666666666666667,0.07631578947368421,5.746666666666667,5.897368421052631,14.0,8,67
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,grid_2d,48,24,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,132,408,203,53,150,0.0025406670756638,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""swap"": 53, ""sx"": 48}",1.9411764705882353,1.3533333333333333,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,0.7066666666666667,2.7066666666666666,1.76,1.5752895752895753,0.21333333333333335,0.21052631578947367,2.6533333333333333,2.721052631578947,6.0,16,59
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,heavy_hex_like,46,23,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,168,420,215,65,150,0.0025317079853266,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""swap"": 65, ""sx"": 48}",2.4705882352941178,1.4333333333333331,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,0.8666666666666667,2.8666666666666667,2.24,1.6216216216216215,0.17333333333333334,0.15789473684210525,3.2533333333333334,3.3236842105263156,7.0,13,62
maxcut_n16_p0.60_seed202,maxcut,16,75,data/instances_rq1_extended/maxcut_n16_p0.60_seed202.json,1,0.7,0.3,fully_connected,240,120,True,1,123,16,68,259,150,"{""barrier"": 2, ""cx"": 150, ""h"": 16, ""rx"": 16, ""rz"": 75}",16,74,355,150,0,150,0.0027031250065192,"{""barrier"": 2, ""cx"": 150, ""rz"": 155, ""sx"": 48}",1.088235294117647,1.0,False,,75,0.625,9.375,12.0,1.3169567191065925,95.0,136.0,23.53720459187964,2.0,20.0,10.133333333333333,20.0,18.0,0.9652550217612802,0.0263157894736842,1,16,3,0.1574099722991689,4.6875,0.0,2.0,0.9866666666666668,1.3706563706563706,1.0,1.0,1.0,1.0,1.0,75,0
maxcut_n24_p0.30_seed202,maxcut,24,73,data/instances_rq1_extended/maxcut_n24_p0.30_seed202.json,1,0.7,0.3,line,46,23,True,1,123,24,59,269,146,"{""barrier"": 2, ""cx"": 146, ""h"": 24, ""rx"": 24, ""rz"": 73}",24,142,621,354,208,146,0.0031020829919725,"{""barrier"": 2, ""cx"": 146, ""rz"": 193, ""swap"": 208, ""sx"": 72}",2.406779661016949,2.4246575342465753,False,,73,0.2644927536231884,6.083333333333333,10.0,1.956115765717584,65.33333333333333,142.0,26.60618140374317,2.0,20.0,10.73972602739726,20.0,18.0,0.960081865759936,0.0255102040816326,1,24,5,0.2965073146605581,3.0416666666666665,2.8493150684931505,4.8493150684931505,1.9452054794520548,2.308550185873606,0.0547945205479452,0.05357142857142857,9.835616438356164,10.045918367346939,23.0,4,69
maxcut_n24_p0.30_seed202,maxcut,24,73,data/instances_rq1_extended/maxcut_n24_p0.30_seed202.json,1,0.7,0.3,grid_2d,76,38,True,1,123,24,59,269,146,"{""barrier"": 2, ""cx"": 146, ""h"": 24, ""rx"": 24, ""rz"": 73}",24,125,478,211,65,146,0.0031080839689821,"{""barrier"": 2, ""cx"": 146, ""rz"": 193, ""swap"": 65, ""sx"": 72}",2.1186440677966103,1.4452054794520548,False,,73,0.2644927536231884,6.083333333333333,10.0,1.956115765717584,65.33333333333333,142.0,26.60618140374317,2.0,20.0,10.73972602739726,20.0,18.0,0.960081865759936,0.0255102040816326,1,24,5,0.2965073146605581,3.0416666666666665,0.8904109589041096,2.8904109589041096,1.7123287671232876,1.7769516728624537,0.0958904109589041,0.08928571428571429,3.5342465753424657,3.5816326530612246,8.0,7,66
