scope,topology,predictor_type,predictor,outcome,spearman_rho,n,abs_spearman_rho
within_topology,heavy_hex_like,graph,density,transpiled_depth,0.715389346114477,60,0.715389346114477
within_topology,heavy_hex_like,graph,density,transpiled_2q_count,0.58469451593889,60,0.58469451593889
within_topology,heavy_hex_like,graph,density,swap_count,0.6491555837580261,60,0.6491555837580261
within_topology,heavy_hex_like,graph,density,depth_overhead,-0.06729535896738277,60,0.06729535896738277
within_topology,heavy_hex_like,graph,density,twoq_overhead,0.5770292243692674,60,0.5770292243692674
within_topology,heavy_hex_like,graph,avg_degree,pre_transpile_depth,0.9884940659641828,60,0.9884940659641828
within_topology,heavy_hex_like,graph,avg_degree,pre_transpile_2q_count,0.929473530604223,60,0.929473530604223
within_topology,heavy_hex_like,graph,avg_degree,transpiled_depth,0.9787546409027275,60,0.9787546409027275
within_topology,heavy_hex_like,graph,avg_degree,transpiled_2q_count,0.9311354404744457,60,0.9311354404744457
within_topology,heavy_hex_like,graph,avg_degree,swap_count,0.9549928452195358,60,0.9549928452195358
within_topology,heavy_hex_like,graph,avg_degree,depth_overhead,0.39421456751730316,60,0.39421456751730316
within_topology,heavy_hex_like,graph,avg_degree,twoq_overhead,0.9048040891139971,60,0.9048040891139971
within_topology,heavy_hex_like,graph,max_degree,pre_transpile_depth,0.9950091637274843,60,0.9950091637274843
within_topology,heavy_hex_like,graph,max_degree,pre_transpile_2q_count,0.9350796088517922,60,0.9350796088517922
within_topology,heavy_hex_like,graph,max_degree,transpiled_depth,0.9853937882332383,60,0.9853937882332383
within_topology,heavy_hex_like,graph,max_degree,transpiled_2q_count,0.9378223429934089,60,0.9378223429934089
within_topology,heavy_hex_like,graph,max_degree,swap_count,0.9633837156051679,60,0.9633837156051679
within_topology,heavy_hex_like,graph,max_degree,depth_overhead,0.40324362865118013,60,0.40324362865118013
within_topology,heavy_hex_like,graph,max_degree,twoq_overhead,0.9196646215207138,60,0.9196646215207138
within_topology,heavy_hex_like,graph,weighted_degree_mean,pre_transpile_depth,0.9762556917060937,60,0.9762556917060937
within_topology,heavy_hex_like,graph,weighted_degree_mean,pre_transpile_2q_count,0.9197083483880341,60,0.9197083483880341
within_topology,heavy_hex_like,graph,weighted_degree_mean,transpiled_depth,0.9601518845410248,60,0.9601518845410248
within_topology,heavy_hex_like,graph,weighted_degree_mean,transpiled_2q_count,0.9212784272961521,60,0.9212784272961521
within_topology,heavy_hex_like,graph,weighted_degree_mean,swap_count,0.9392166907801538,60,0.9392166907801538
within_topology,heavy_hex_like,graph,weighted_degree_mean,depth_overhead,0.3657962509545607,60,0.3657962509545607
within_topology,heavy_hex_like,graph,weighted_degree_mean,twoq_overhead,0.8871809702590262,60,0.8871809702590262
within_topology,heavy_hex_like,graph,weighted_degree_max,pre_transpile_depth,0.9782845049369171,60,0.9782845049369171
within_topology,heavy_hex_like,graph,weighted_degree_max,pre_transpile_2q_count,0.8794174191593931,60,0.8794174191593931
within_topology,heavy_hex_like,graph,weighted_degree_max,transpiled_depth,0.9469159060500479,60,0.9469159060500479
within_topology,heavy_hex_like,graph,weighted_degree_max,transpiled_2q_count,0.8812103716875371,60,0.8812103716875371
within_topology,heavy_hex_like,graph,weighted_degree_max,swap_count,0.9069758683021198,60,0.9069758683021198
within_topology,heavy_hex_like,graph,weighted_degree_max,depth_overhead,0.2703531342085892,60,0.2703531342085892
within_topology,heavy_hex_like,graph,weighted_degree_max,twoq_overhead,0.8554428677612032,60,0.8554428677612032
within_topology,heavy_hex_like,graph,coefficient_entropy,pre_transpile_depth,-0.2193025393115638,60,0.2193025393115638
within_topology,heavy_hex_like,graph,coefficient_entropy,pre_transpile_2q_count,-0.11389625573972297,60,0.11389625573972297
within_topology,heavy_hex_like,graph,coefficient_entropy,transpiled_depth,-0.21519357709586456,60,0.21519357709586456
within_topology,heavy_hex_like,graph,coefficient_entropy,transpiled_2q_count,-0.13403394638269048,60,0.13403394638269048
within_topology,heavy_hex_like,graph,coefficient_entropy,swap_count,-0.20051392908938798,60,0.20051392908938798
within_topology,heavy_hex_like,graph,coefficient_entropy,depth_overhead,0.30464474807688274,60,0.30464474807688274
within_topology,heavy_hex_like,graph,coefficient_entropy,twoq_overhead,-0.21786365525691742,60,0.21786365525691742
within_topology,heavy_hex_like,graph,modularity,pre_transpile_depth,-0.8415586441950621,60,0.8415586441950621
within_topology,heavy_hex_like,graph,modularity,pre_transpile_2q_count,-0.6544353386146514,60,0.6544353386146514
within_topology,heavy_hex_like,graph,modularity,transpiled_depth,-0.7975023063258525,60,0.7975023063258525
within_topology,heavy_hex_like,graph,modularity,transpiled_2q_count,-0.6574272292568268,60,0.6574272292568268
within_topology,heavy_hex_like,graph,modularity,swap_count,-0.7279017490313445,60,0.7279017490313445
within_topology,heavy_hex_like,graph,modularity,depth_overhead,-0.0063139384213182735,60,0.0063139384213182735
within_topology,heavy_hex_like,graph,modularity,twoq_overhead,-0.660625030578805,60,0.660625030578805
within_topology,heavy_hex_like,alignment,topology_alignment_ratio,pre_transpile_depth,-0.9443542740282771,60,0.9443542740282771
within_topology,heavy_hex_like,alignment,topology_alignment_ratio,pre_transpile_2q_count,-0.8639552270224126,60,0.8639552270224126
within_topology,heavy_hex_like,alignment,topology_alignment_ratio,transpiled_depth,-0.9377390760975741,60,0.9377390760975741
within_topology,heavy_hex_like,alignment,topology_alignment_ratio,transpiled_2q_count,-0.8780979044720645,60,0.8780979044720645
within_topology,heavy_hex_like,alignment,topology_alignment_ratio,swap_count,-0.9232001981309539,60,0.9232001981309539
within_topology,heavy_hex_like,alignment,topology_alignment_ratio,depth_overhead,-0.3803571372984435,60,0.3803571372984435
within_topology,heavy_hex_like,alignment,topology_alignment_ratio,twoq_overhead,-0.9130853382195271,60,0.9130853382195271
within_topology,heavy_hex_like,alignment,weighted_topology_alignment_ratio,pre_transpile_depth,-0.902600170077371,60,0.902600170077371
within_topology,heavy_hex_like,alignment,weighted_topology_alignment_ratio,pre_transpile_2q_count,-0.7842483535779222,60,0.7842483535779222
within_topology,heavy_hex_like,alignment,weighted_topology_alignment_ratio,transpiled_depth,-0.8727557643715932,60,0.8727557643715932
within_topology,heavy_hex_like,alignment,weighted_topology_alignment_ratio,transpiled_2q_count,-0.7984429176497636,60,0.7984429176497636
within_topology,heavy_hex_like,alignment,weighted_topology_alignment_ratio,swap_count,-0.8392186470548584,60,0.8392186470548584
within_topology,heavy_hex_like,alignment,weighted_topology_alignment_ratio,depth_overhead,-0.19629052388196225,60,0.19629052388196225
within_topology,heavy_hex_like,alignment,weighted_topology_alignment_ratio,twoq_overhead,-0.814551047708478,60,0.814551047708478
within_topology,heavy_hex_like,alignment,mean_topology_distance,pre_transpile_depth,0.9343751064704172,60,0.9343751064704172
within_topology,heavy_hex_like,alignment,mean_topology_distance,pre_transpile_2q_count,0.9222213455467012,60,0.9222213455467012
within_topology,heavy_hex_like,alignment,mean_topology_distance,transpiled_depth,0.9543529871140152,60,0.9543529871140152
within_topology,heavy_hex_like,alignment,mean_topology_distance,transpiled_2q_count,0.9375023044722122,60,0.9375023044722122
within_topology,heavy_hex_like,alignment,mean_topology_distance,swap_count,0.9772951891162454,60,0.9772951891162454
within_topology,heavy_hex_like,alignment,mean_topology_distance,depth_overhead,0.524402773828129,60,0.524402773828129
within_topology,heavy_hex_like,alignment,mean_topology_distance,twoq_overhead,0.9761662994944359,60,0.9761662994944359
within_topology,heavy_hex_like,alignment,weighted_mean_topology_distance,pre_transpile_depth,0.9632149757258776,60,0.9632149757258776
within_topology,heavy_hex_like,alignment,weighted_mean_topology_distance,pre_transpile_2q_count,0.9185512721677828,60,0.9185512721677828
within_topology,heavy_hex_like,alignment,weighted_mean_topology_distance,transpiled_depth,0.9660973984726985,60,0.9660973984726985
within_topology,heavy_hex_like,alignment,weighted_mean_topology_distance,transpiled_2q_count,0.9318732865231043,60,0.9318732865231043
within_topology,heavy_hex_like,alignment,weighted_mean_topology_distance,swap_count,0.9694775140375274,60,0.9694775140375274
within_topology,heavy_hex_like,alignment,weighted_mean_topology_distance,depth_overhead,0.45565147078821455,60,0.45565147078821455
within_topology,heavy_hex_like,alignment,weighted_mean_topology_distance,twoq_overhead,0.9612952180335461,60,0.9612952180335461
within_topology,heavy_hex_like,alignment,max_topology_distance,pre_transpile_depth,0.9343878672269794,60,0.9343878672269794
within_topology,heavy_hex_like,alignment,max_topology_distance,pre_transpile_2q_count,0.9311609596569153,60,0.9311609596569153
within_topology,heavy_hex_like,alignment,max_topology_distance,transpiled_depth,0.9586922199689615,60,0.9586922199689615
within_topology,heavy_hex_like,alignment,max_topology_distance,transpiled_2q_count,0.9427844641754787,60,0.9427844641754787
within_topology,heavy_hex_like,alignment,max_topology_distance,swap_count,0.9781603707628522,60,0.9781603707628522
within_topology,heavy_hex_like,alignment,max_topology_distance,depth_overhead,0.541503988824646,60,0.541503988824646
within_topology,heavy_hex_like,alignment,max_topology_distance,twoq_overhead,0.9656607594532681,60,0.9656607594532681
within_topology,line,graph,n_edges,pre_transpile_depth,0.9370952321977969,60,0.9370952321977969
within_topology,line,graph,n_edges,pre_transpile_2q_count,1.0,60,1.0
within_topology,line,graph,n_edges,transpiled_depth,0.9474302409470828,60,0.9474302409470828
within_topology,line,graph,n_edges,transpiled_2q_count,0.9959380699450514,60,0.9959380699450514
within_topology,line,graph,n_edges,swap_count,0.9541609446327631,60,0.9541609446327631
within_topology,line,graph,n_edges,depth_overhead,0.24669461147038632,60,0.24669461147038632
within_topology,line,graph,n_edges,twoq_overhead,0.9089914779712701,60,0.9089914779712701
within_topology,line,graph,density,pre_transpile_depth,0.757885480491866,60,0.757885480491866
within_topology,line,graph,density,pre_transpile_2q_count,0.5836580317979837,60,0.5836580317979837
within_topology,line,graph,density,transpiled_depth,0.6981686680410207,60,0.6981686680410207
within_topology,line,graph,density,transpiled_2q_count,0.5895175874539927,60,0.5895175874539927
within_topology,line,graph,density,swap_count,0.6474063857694035,60,0.6474063857694035
within_topology,line,graph,density,depth_overhead,-0.386110256761898,60,0.386110256761898
within_topology,line,graph,density,twoq_overhead,0.5699080514096466,60,0.5699080514096466
within_topology,line,graph,avg_degree,pre_transpile_depth,0.9884940659641828,60,0.9884940659641828
within_topology,line,graph,avg_degree,pre_transpile_2q_count,0.929473530604223,60,0.929473530604223
within_topology,line,graph,avg_degree,transpiled_depth,0.9735735057455039,60,0.9735735057455039
within_topology,line,graph,avg_degree,transpiled_2q_count,0.9323909779022214,60,0.9323909779022214
within_topology,line,graph,avg_degree,swap_count,0.9540103343741547,60,0.9540103343741547
within_topology,line,graph,avg_degree,depth_overhead,0.0562087998802683,60,0.0562087998802683
within_topology,line,graph,avg_degree,twoq_overhead,0.8946759348380368,60,0.8946759348380368
within_topology,line,graph,max_degree,pre_transpile_depth,0.9950091637274843,60,0.9950091637274843
within_topology,line,graph,max_degree,pre_transpile_2q_count,0.9350796088517922,60,0.9350796088517922
within_topology,line,graph,max_degree,transpiled_depth,0.9850117424649346,60,0.9850117424649346
within_topology,line,graph,max_degree,transpiled_2q_count,0.9398522844677022,60,0.9398522844677022
within_topology,line,graph,max_degree,swap_count,0.967238087358262,60,0.967238087358262
within_topology,line,graph,max_degree,depth_overhead,0.0787897218153377,60,0.0787897218153377
within_topology,line,graph,max_degree,twoq_overhead,0.9181211002551093,60,0.9181211002551093
within_topology,line,graph,weighted_degree_mean,pre_transpile_depth,0.9762556917060937,60,0.9762556917060937
within_topology,line,graph,weighted_degree_mean,pre_transpile_2q_count,0.9197083483880341,60,0.9197083483880341
within_topology,line,graph,weighted_degree_mean,transpiled_depth,0.9596855041335511,60,0.9596855041335511
within_topology,line,graph,weighted_degree_mean,transpiled_2q_count,0.9230234948077505,60,0.9230234948077505
within_topology,line,graph,weighted_degree_mean,swap_count,0.9338010078985741,60,0.9338010078985741
within_topology,line,graph,weighted_degree_mean,depth_overhead,0.03266147244805782,60,0.03266147244805782
within_topology,line,graph,weighted_degree_mean,twoq_overhead,0.877563408110047,60,0.877563408110047
within_topology,line,graph,weighted_degree_max,pre_transpile_depth,0.9782845049369171,60,0.9782845049369171
within_topology,line,graph,weighted_degree_max,pre_transpile_2q_count,0.8794174191593931,60,0.8794174191593931
within_topology,line,graph,weighted_degree_max,transpiled_depth,0.9525060063578829,60,0.9525060063578829
within_topology,line,graph,weighted_degree_max,transpiled_2q_count,0.8841859413106653,60,0.8841859413106653
within_topology,line,graph,weighted_degree_max,swap_count,0.9183443111141714,60,0.9183443111141714
within_topology,line,graph,weighted_degree_max,depth_overhead,-0.0325686459921164,60,0.0325686459921164
within_topology,line,graph,weighted_degree_max,twoq_overhead,0.8680547993380237,60,0.8680547993380237
within_topology,line,graph,coefficient_entropy,pre_transpile_depth,-0.2193025393115638,60,0.2193025393115638
within_topology,line,graph,coefficient_entropy,pre_transpile_2q_count,-0.11389625573972297,60,0.11389625573972297
within_topology,line,graph,coefficient_entropy,transpiled_depth,-0.21305333394305284,60,0.21305333394305284
within_topology,line,graph,coefficient_entropy,transpiled_2q_count,-0.14249569086995492,60,0.14249569086995492
within_topology,line,graph,coefficient_entropy,swap_count,-0.21872838252900909,60,0.21872838252900909
within_topology,line,graph,coefficient_entropy,depth_overhead,0.40697052367699477,60,0.40697052367699477
within_topology,line,graph,coefficient_entropy,twoq_overhead,-0.23275827497157928,60,0.23275827497157928
within_topology,line,graph,modularity,pre_transpile_depth,-0.8415586441950621,60,0.8415586441950621
within_topology,line,graph,modularity,pre_transpile_2q_count,-0.6544353386146514,60,0.6544353386146514
within_topology,line,graph,modularity,transpiled_depth,-0.7837015012950104,60,0.7837015012950104
within_topology,line,graph,modularity,transpiled_2q_count,-0.6607815637476361,60,0.6607815637476361
within_topology,line,graph,modularity,swap_count,-0.7343232361960393,60,0.7343232361960393
within_topology,line,graph,modularity,depth_overhead,0.3155819661143187,60,0.3155819661143187
within_topology,line,graph,modularity,twoq_overhead,-0.6611766996385146,60,0.6611766996385146
within_topology,line,alignment,topology_alignment_ratio,pre_transpile_depth,-0.9453449302049367,60,0.9453449302049367
within_topology,line,alignment,topology_alignment_ratio,pre_transpile_2q_count,-0.8458853005559274,60,0.8458853005559274
within_topology,line,alignment,topology_alignment_ratio,transpiled_depth,-0.9363696732205449,60,0.9363696732205449
within_topology,line,alignment,topology_alignment_ratio,transpiled_2q_count,-0.861545812465779,60,0.861545812465779
within_topology,line,alignment,topology_alignment_ratio,swap_count,-0.9146749598534855,60,0.9146749598534855
within_topology,line,alignment,topology_alignment_ratio,depth_overhead,-0.05984245384869,60,0.05984245384869
within_topology,line,alignment,topology_alignment_ratio,twoq_overhead,-0.9010742626161768,60,0.9010742626161768
within_topology,line,alignment,weighted_topology_alignment_ratio,pre_transpile_depth,-0.8865298374565141,60,0.8865298374565141
within_topology,line,alignment,weighted_topology_alignment_ratio,pre_transpile_2q_count,-0.7608145918182444,60,0.7608145918182444
within_topology,line,alignment,weighted_topology_alignment_ratio,transpiled_depth,-0.8638397604904015,60,0.8638397604904015
within_topology,line,alignment,weighted_topology_alignment_ratio,transpiled_2q_count,-0.7785673060316461,60,0.7785673060316461
within_topology,line,alignment,weighted_topology_alignment_ratio,swap_count,-0.8358152075020643,60,0.8358152075020643
within_topology,line,alignment,weighted_topology_alignment_ratio,depth_overhead,0.07015018066847335,60,0.07015018066847335
within_topology,line,alignment,weighted_topology_alignment_ratio,twoq_overhead,-0.8164227364266102,60,0.8164227364266102
within_topology,line,alignment,mean_topology_distance,pre_transpile_depth,0.9301836663770444,60,0.9301836663770444
within_topology,line,alignment,mean_topology_distance,pre_transpile_2q_count,0.9239042361635671,60,0.9239042361635671
within_topology,line,alignment,mean_topology_distance,transpiled_depth,0.9612692056007582,60,0.9612692056007582
within_topology,line,alignment,mean_topology_distance,transpiled_2q_count,0.9432132974468055,60,0.9432132974468055
within_topology,line,alignment,mean_topology_distance,swap_count,0.9820894293668564,60,0.9820894293668564
within_topology,line,alignment,mean_topology_distance,depth_overhead,0.26302344355783125,60,0.26302344355783125
within_topology,line,alignment,mean_topology_distance,twoq_overhead,0.9755002963673828,60,0.9755002963673828
within_topology,line,alignment,weighted_mean_topology_distance,pre_transpile_depth,0.9667438561727173,60,0.9667438561727173
within_topology,line,alignment,weighted_mean_topology_distance,pre_transpile_2q_count,0.9250544884741371,60,0.9250544884741371
within_topology,line,alignment,weighted_mean_topology_distance,transpiled_depth,0.9800279585720911,60,0.9800279585720911
within_topology,line,alignment,weighted_mean_topology_distance,transpiled_2q_count,0.9410148373400982,60,0.9410148373400982
within_topology,line,alignment,weighted_mean_topology_distance,swap_count,0.9805089458321681,60,0.9805089458321681
within_topology,line,alignment,weighted_mean_topology_distance,depth_overhead,0.19064555351049015,60,0.19064555351049015
within_topology,line,alignment,weighted_mean_topology_distance,twoq_overhead,0.9691358896800475,60,0.9691358896800475
within_topology,line,alignment,max_topology_distance,pre_transpile_depth,0.9338703425440382,60,0.9338703425440382
within_topology,line,alignment,max_topology_distance,pre_transpile_2q_count,0.9334564945587527,60,0.9334564945587527
within_topology,line,alignment,max_topology_distance,transpiled_depth,0.9611953050148202,60,0.9611953050148202
within_topology,line,alignment,max_topology_distance,transpiled_2q_count,0.9482340731978428,60,0.9482340731978428
within_topology,line,alignment,max_topology_distance,swap_count,0.9809026009683091,60,0.9809026009683091
within_topology,line,alignment,max_topology_distance,depth_overhead,0.23979101288520066,60,0.23979101288520066
within_topology,line,alignment,max_topology_distance,twoq_overhead,0.9613703790867186,60,0.9613703790867186
