model_name,outcome,term,coef,std_error_hc3,t_value,p_value,ci_lower,ci_upper
M5_swap_all_topologies,log_swap_count,C(family)[T.scheduling_toy],0.393262264411114,0.2678726094432406,1.468094349879554,0.14207859613991816,-0.13175840254240156,0.9182829313646296
M5_swap_all_topologies,log_swap_count,C(topology)[T.grid_2d],-0.1430148451438702,0.10574146143739661,-1.3524954469117205,0.17621687434255262,-0.35026430123379854,0.06423461094605815
M5_swap_all_topologies,log_swap_count,C(topology)[T.heavy_hex_like],-0.053597145104580246,0.07986644376600992,-0.6710846580524782,0.5021665999000642,-0.2101324984592532,0.1029382082500927
M5_swap_all_topologies,log_swap_count,C(topology)[T.line],-0.2494376570497776,0.09149146040887154,-2.726349059628637,0.006403923491303289,-0.4287576243441381,-0.07011768975541713
M5_swap_all_topologies,log_swap_count,z_n_edges,-0.2711902231165795,0.2723100031799453,-0.9958878482233873,0.31930464021549076,-0.8049080219792598,0.26252757574610086
M5_swap_all_topologies,log_swap_count,z_density,0.15555519972510023,0.08721670751114015,1.7835481774547755,0.07449711282866149,-0.01538640584689846,0.3264968052970989
M5_swap_all_topologies,log_swap_count,z_max_degree,1.2330717354283678,0.2964861454914584,4.158952295677816,3.197106545727657e-05,0.6519695683500067,1.8141739025067287
M5_swap_all_topologies,log_swap_count,z_weighted_degree_mean,-0.516447210873876,0.2703917030083556,-1.9099965166383708,0.05613366182240841,-1.0464052104887034,0.013510788740951463
M5_swap_all_topologies,log_swap_count,z_coefficient_entropy,0.46136678568666156,0.11244920531365975,4.10289058423979,4.0802023691475444e-05,0.24097039318173838,0.6817631781915847
M5_swap_all_topologies,log_swap_count,z_topology_alignment_ratio,-1.4904450012571187,0.09377578433000526,-15.893708721348693,7.005719571892177e-57,-1.6742421611659246,-1.3066478413483127
M5_swap_all_topologies,log_swap_count,z_weighted_mean_topology_distance,0.634498760502574,0.08718436774754051,7.277666592018996,3.3964346017240633e-13,0.46362053970249917,0.8053769813026489
M6_swap_sparse_topologies_only,log_swap_count,Intercept,1.4881402865759554,0.3337505442992547,4.458840028861875,8.240439169045276e-06,0.8340012399287763,2.1422793332231347
M6_swap_sparse_topologies_only,log_swap_count,C(family)[T.maxcut],0.42984939665023403,0.5110716571345082,0.8410746138033294,0.4003061358386161,-0.5718326448526051,1.431531438153073
M6_swap_sparse_topologies_only,log_swap_count,C(family)[T.scheduling_toy],1.4938701821925804,0.4761826738145924,3.137178785245423,0.0017058207432005777,0.560569291453995,2.4271710729311655
M6_swap_sparse_topologies_only,log_swap_count,C(topology)[T.heavy_hex_like],0.142078130489319,0.08591053451891335,1.6537917181511688,0.09816983927920336,-0.026303423060336284,0.3104596840389743
M6_swap_sparse_topologies_only,log_swap_count,C(topology)[T.line],0.18221774355712902,0.11012083431359761,1.654707255833322,0.09798389453621756,-0.03361512564502486,0.3980506127592829
M6_swap_sparse_topologies_only,log_swap_count,z_n_edges,-0.36504120596667194,0.27625558187552335,-1.321389430354222,0.18637154849263549,-0.9064921969708539,0.17640978503750998
M6_swap_sparse_topologies_only,log_swap_count,z_density,0.11933450491159636,0.09916191584408812,1.2034308120793624,0.22880965035666911,-0.07501927878080811,0.31368828860400083
M6_swap_sparse_topologies_only,log_swap_count,z_max_degree,2.1577066881619658,0.315714545019122,6.83435946237852,8.237224276951755e-12,1.5389175505290371,2.7764958257948944
M6_swap_sparse_topologies_only,log_swap_count,z_weighted_degree_mean,-0.9705561476802371,0.24878250257447665,-3.9012235090355163,9.570773257550184e-05,-1.4581608927099547,-0.4829514026505196
M6_swap_sparse_topologies_only,log_swap_count,z_coefficient_entropy,0.7559068400841646,0.11715055004736277,6.452439529977104,1.1006380636905033e-10,0.5262959812222765,0.9855176989460528
M6_swap_sparse_topologies_only,log_swap_count,z_topology_alignment_ratio,-1.0807511854133678,0.25129744467051707,-4.300685137608025,1.702708482719148e-05,-1.5732851263745282,-0.5882172444522074
M6_swap_sparse_topologies_only,log_swap_count,z_weighted_mean_topology_distance,0.38710071879063906,0.08274026080213803,4.678504938681995,2.8897421161066448e-06,0.22493278754699736,0.5492686500342807
