index,strategy_name,n_rows,mean_depth,mean_2q,mean_swap,mean_depth_overhead,mean_twoq_overhead,mean_delta_depth_vs_natural_fixed,mean_delta_2q_vs_natural_fixed,mean_delta_swap_vs_natural_fixed,mean_pct_depth_vs_natural_fixed,mean_pct_2q_vs_natural_fixed,mean_pct_swap_vs_natural_fixed,mean_delta_depth_vs_standard_qiskit,mean_delta_2q_vs_standard_qiskit,mean_delta_swap_vs_standard_qiskit,mean_transpilation_time_sec
0,bfs_topology_aware,180,120.97777777777777,247.81666666666666,132.85,3.2983725870611145,2.0845927312702717,21.533333333333335,43.672222222222224,43.672222222222224,54.26540656929784,48.37038076410617,32.03243919004823,28.894444444444446,55.93333333333333,55.93333333333333,0.0023099301305288577
1,degree_desc_centrality_layout,180,119.17777777777778,248.0888888888889,133.12222222222223,3.2936873727020535,2.1583605818016283,19.733333333333334,43.94444444444444,43.94444444444444,54.37026829156185,55.935744094833815,34.73972168095659,27.094444444444445,56.205555555555556,56.205555555555556,0.002246105331384214
2,degree_desc_fixed,180,113.31111111111112,232.44444444444446,117.47777777777777,2.265870670030845,1.6053832873268663,13.866666666666667,28.3,28.3,4.462915630523399,3.7831117996146713,10.442256123751054,21.227777777777778,40.56111111111111,40.56111111111111,0.002120996749727006
3,natural_fixed,180,99.44444444444444,204.14444444444445,89.17777777777778,2.1774245283050253,1.5295627156360723,0.0,0.0,0.0,0.0,0.0,0.0,7.361111111111111,12.261111111111111,12.261111111111111,0.0021024903204912427
4,random_fixed,180,121.09444444444445,250.20555555555555,135.23888888888888,3.0499039142064412,2.0941691277784846,21.65,46.06111111111111,46.06111111111111,42.073389178106716,47.235245429253915,44.922557134311454,29.011111111111113,58.32222222222222,58.32222222222222,0.0021696784210183872
5,standard_qiskit,180,92.08333333333333,191.88333333333333,76.91666666666667,1.973125342563651,1.3803907288613833,-7.361111111111111,-12.261111111111111,-12.261111111111111,-8.402823936668963,-8.627146634900411,-33.28490020212413,0.0,0.0,0.0,0.002701360236905051
6,weighted_degree_desc_centrality_layout,180,119.74444444444444,249.35,134.38333333333333,3.304291818038,2.1722365035000246,20.3,45.205555555555556,45.205555555555556,54.71824989766017,56.785437058301675,38.09523400512316,27.66111111111111,57.46666666666667,57.46666666666667,0.0021692611050739825
7,weighted_degree_desc_fixed,180,109.49444444444444,233.83333333333334,118.86666666666666,2.2402132254694154,1.6060233366374597,10.05,29.68888888888889,29.68888888888889,3.31260735227956,3.5955453024339765,8.612571295603745,17.41111111111111,41.95,41.95,0.002110143725035868
